"Project #","Request Status","Queue Date","Withdrawn Date","Done Date","Appl In Service Date","Transmission Owner","County","State","Study Cycle","Study Group","Study Phase","Service Type","POI Name","Summer MW","Winter MW","Fuel","Generating Facility","Post GIA Status","Negotiated In Service Date","Decision Point 1 ERIS MW","Decision Point 1 NRIS MW","Decision Point 2 ERIS MW","Decision Point 2 NRIS MW"
"J639","Withdrawn","2017-06-16T04:00:00+00:00","2022-10-31T04:00:00+00:00","2019-12-02T05:00:00+00:00","2019-04-01T04:00:00+00:00","Entergy","West Baton Rouge Parish","LA","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Addis - Big Cajun 230kV Line","50","50","Solar","Photovoltaic","Withdrawn","2020-11-25T05:00:00+00:00","50","50","50","50"
"J640","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-07T05:00:00+00:00","","2019-04-01T04:00:00+00:00","Entergy","St. Helena Parish","LA","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Amite - Liberty 115kV Line","50","50","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J646","Done","2016-06-16T04:00:00+00:00","","2019-04-26T04:00:00+00:00","2010-07-01T04:00:00+00:00","ITC MIDWEST","Macomb County","MI","DPP-2017-FEB","East (ITC)","GIA","Energy Resource Interconnection Service (ERIS)","Carbon - connecting to ITC at Jewel, St-Clair and Spokane substations","1.6","0","","","Under Construction","2010-07-01T04:00:00+00:00","1.6","0","1.6","0"
"J647","Withdrawn","2016-06-20T04:00:00+00:00","2018-09-06T04:00:00+00:00","","2021-09-01T04:00:00+00:00","METC","Muskegon County","MI","DPP-2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","BC Cobb - Four Mile 138kV Line","147.4","147.4","Solar","Photovoltaic","Not Started","","124.95","124.95","0","0"
"J657","Withdrawn","2016-07-08T04:00:00+00:00","2018-04-10T04:00:00+00:00","","2019-09-01T04:00:00+00:00","American Transmission Co. LLC","Manitowoc County","WI","DPP-2017-FEB","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Kewaunee - Shoto 138kV Line (at the existing Mishicot Tap)","100.8","100.8","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J658","Withdrawn","2016-07-07T04:00:00+00:00","2017-06-21T04:00:00+00:00","","2018-09-15T04:00:00+00:00","Ameren Missouri","Audrain County","MO","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Spencer Creek 345 kV Substation","100.05","100.05","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J659","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-07T05:00:00+00:00","","2019-04-01T04:00:00+00:00","Entergy","Franklin Parish","LA","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Winnsboro to Gilbert 115 kV line","50","50","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J662","Withdrawn","2016-07-11T04:00:00+00:00","2019-01-03T05:00:00+00:00","2018-10-09T04:00:00+00:00","2018-10-15T04:00:00+00:00","Entergy","Crittenden County","AR","DPP-2017-FEB","South","GIA","Network Resource Interconnection Service (NRIS)","Marked Tree - Marion 161kV Line","100.05","100.05","Wind","Wind Turbine","Withdrawn","2020-07-31T04:00:00+00:00","100.05","100.05","100.05","100.05"
"J663","Done","2017-06-16T04:00:00+00:00","","2020-03-20T04:00:00+00:00","2018-10-01T04:00:00+00:00","Entergy","Phillips County","AR","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Robert E Ritchie 230kV Substation","100","100","Solar","Photovoltaic","In Service","2022-05-01T04:00:00+00:00","100","100","100","100"
"J679","Done","2016-07-11T04:00:00+00:00","","2018-10-12T04:00:00+00:00","2018-05-15T04:00:00+00:00","Entergy","Carroll County","MS","DPP-2017-FEB","South","GIA","Network Resource Interconnection Service (NRIS)","Greenwood - Winona 115kV","100","100","Solar","Photovoltaic","In Service","2021-04-15T04:00:00+00:00","100","100","100","100"
"J680","Done","2016-07-11T04:00:00+00:00","","2018-10-09T04:00:00+00:00","2018-04-15T04:00:00+00:00","Entergy","Ashley County","AR","DPP-2017-FEB","South","GIA","Network Resource Interconnection Service (NRIS)","Crosset West 115kV Substation","100","100","Solar","Photovoltaic","Under Construction","2021-04-15T04:00:00+00:00","100","100","100","100"
"J683","Done","2016-07-11T04:00:00+00:00","","2018-09-11T04:00:00+00:00","2018-02-28T05:00:00+00:00","Entergy","West Baton Rouge Parish","LA","DPP-2017-FEB","South","GIA","Network Resource Interconnection Service (NRIS)","Wilbert - Livonia 138kV Substation (~1.5 mi from Wilbert)","50","50","Solar","Photovoltaic","In Service","2020-01-31T05:00:00+00:00","50","50","50","50"
"J687","Withdrawn","2016-07-11T04:00:00+00:00","2017-02-17T05:00:00+00:00","","2019-06-01T04:00:00+00:00","Entergy","Orleans Parish","LA","DPP-2017-FEB","South","GIA","Network Resource Interconnection Service (NRIS)","Nasa 115kV Substation","20","20","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J697","Done","2017-06-16T04:00:00+00:00","","2019-11-25T05:00:00+00:00","2022-10-15T04:00:00+00:00","Entergy","Morehouse Parish","LA","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Oak Ridge 115 kV Substation","150","150","Solar","Photovoltaic","In Service","2022-10-15T04:00:00+00:00","150","150","150","150"
"J698","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-07T05:00:00+00:00","","2015-11-01T04:00:00+00:00","Entergy","Chicot County","AR","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Lake Village Bagby 115 kV Substation","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J701","Done","2017-06-16T04:00:00+00:00","","2020-05-06T04:00:00+00:00","2017-09-15T04:00:00+00:00","ITC MIDWEST","Tuscola County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Rapson - Grasssmere - Bauer 345kV Line Tap (Kirk 345 kV Sub)","49","49","Wind","Wind Turbine","In Service","2018-10-01T04:00:00+00:00","49","49","49","49"
"J703","Done","2016-09-08T04:00:00+00:00","","","2019-03-01T05:00:00+00:00","American Transmission Co. LLC","Marquette County","MI","DPP-2016 AUG/2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Huron 138kV Substation -looping Lines FREG11 (National to Freeman) & Goose Lake (PI to Empire)","128.1","128.1","Gas","Piston (Engine), Internal Combustion (Diesel)","In Service","2018-12-01T05:00:00+00:00","128.1","128.1","128.1","128.1"
"J704","Done","2016-09-08T04:00:00+00:00","","","2019-03-01T05:00:00+00:00","American Transmission Co. LLC","Baraga County","MI","DPP-2016 AUG/2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","M38 Substation 138kV","54.9","54.9","Gas","Piston (Engine), Internal Combustion (Diesel)","In Service","2018-12-01T05:00:00+00:00","54.9","54.9","54.9","54.9"
"J705","Withdrawn","2017-06-16T04:00:00+00:00","2021-01-29T05:00:00+00:00","","2021-10-01T04:00:00+00:00","MINNESOTA POWER INC.","Morton County","ND","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Tri-county 230 kV substation","100","100","Wind","Wind Turbine","Not Started","","100","100","0","0"
"J706","Withdrawn","2017-06-16T04:00:00+00:00","2021-01-29T05:00:00+00:00","","2021-10-01T04:00:00+00:00","MINNESOTA POWER INC.","Morton County","ND","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Tri-county 230kV sub","100","100","Wind","Wind Turbine","Not Started","","100","100","0","0"
"J707","Withdrawn","2016-09-09T04:00:00+00:00","2019-04-09T04:00:00+00:00","","2020-09-23T04:00:00+00:00","OTTER TAIL POWER COMPANY","Barnes County","ND","DPP-2017-FEB","West","GIA","Energy Resource Interconnection Service (ERIS)","Buffalo 345kV","300","300","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J708","Withdrawn","2016-09-09T04:00:00+00:00","2019-05-02T04:00:00+00:00","","2022-06-01T04:00:00+00:00","Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.","Posey County","IN","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","AB Brown 138 kV sub","847","847","Combined Cycle","Combined Cycle","Not Started","2019-07-01T04:00:00+00:00","847","847","847","847"
"J709","Withdrawn","2016-09-09T04:00:00+00:00","2019-01-11T05:00:00+00:00","2018-10-17T04:00:00+00:00","2020-04-01T04:00:00+00:00","SOUTH MISSISSIPPI ELECTRIC POWER ASSOCIATION","Greene County","MS","DPP-2017-FEB","South","GIA","Network Resource Interconnection Service (NRIS)","Green Substation 230kV","100","100","Solar","Photovoltaic","Withdrawn","2020-04-01T04:00:00+00:00","60","60","60","60"
"J710","Withdrawn","2016-09-09T04:00:00+00:00","2018-01-24T05:00:00+00:00","2018-01-24T05:00:00+00:00","2018-06-01T04:00:00+00:00","Entergy","Lafayette Parish","LA","DPP-2017-FEB","South","GIA","Network Resource Interconnection Service (NRIS)","Duson - Scott line 69kV","20","20","Solar","Photovoltaic","Not Started","2018-11-01T04:00:00+00:00","20","20","0","0"
"J711","Withdrawn","2016-09-09T04:00:00+00:00","2018-12-10T05:00:00+00:00","","2020-09-23T04:00:00+00:00","American Transmission Co. LLC","Baraga County","MI","DPP-2016 AUG/2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Silver River 138kV","130","130","Wind","Wind Turbine","Withdrawn","2020-09-23T04:00:00+00:00","130","130","130","130"
"J712","Withdrawn","2016-09-09T04:00:00+00:00","2018-04-10T04:00:00+00:00","","2020-09-20T04:00:00+00:00","American Transmission Co. LLC","Iowa County","WI","DPP-2017-FEB","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Hill Valley 138kV Substation","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J713","Withdrawn","2017-06-16T04:00:00+00:00","2021-01-29T05:00:00+00:00","","2020-09-15T04:00:00+00:00","MINNESOTA POWER INC.","Oliver County","ND","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Square Butte East 230kV Substation","300","300","Wind","Wind Turbine","Not Started","","300","300","0","0"
"J714","Withdrawn","2017-06-16T04:00:00+00:00","2019-04-17T04:00:00+00:00","","2019-08-31T04:00:00+00:00","Duke Energy Corporation","Montgomery County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Frankfurt - Cayuga 230kV line","200","200","Wind","Wind Turbine","Not Started","","192","192","0","0"
"J715","Done","2017-06-16T04:00:00+00:00","","2019-12-09T05:00:00+00:00","2019-08-31T04:00:00+00:00","AMEREN ILLINOIS","Marshall County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","McLean County-Oglesby 138kV Line 1382","100","100","Wind","Wind Turbine","In Service","2021-05-01T04:00:00+00:00","98","98","98","98"
"J717","Done","2016-09-12T04:00:00+00:00","","2019-10-08T04:00:00+00:00","2019-09-03T04:00:00+00:00","METC","Isabella County","MI","DPP-2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Edenville Junction to Warren 138 kV Line","200.1","200.1","Wind","Wind Turbine","In Service","2020-06-30T04:00:00+00:00","200.1","200.1","200.1","200.1"
"J718","Done","2016-09-13T04:00:00+00:00","","2020-04-21T04:00:00+00:00","2020-12-31T05:00:00+00:00","DAIRYLAND POWER COOPERATIVE","Fillmore County","MN","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Cherry Grove 69kV Substation","49.98","49.98","Solar","Photovoltaic","Under Construction","2023-09-01T04:00:00+00:00","49.98","49.98","45","45"
"J720","Withdrawn","2017-06-16T04:00:00+00:00","2021-01-29T05:00:00+00:00","","2020-09-01T04:00:00+00:00","ITC MIDWEST","Jackson County","MN","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Lakefield - Raun 345 kV line","200","200","Wind","Wind Turbine","Under Construction","2021-09-01T04:00:00+00:00","200","200","0","0"
"J721","Withdrawn","2016-10-24T04:00:00+00:00","2019-08-09T04:00:00+00:00","","2019-09-15T04:00:00+00:00","OTTER TAIL POWER COMPANY","Codington County,Deuel County","SD","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Big Stone South substation, Big Stone City","200","200","Wind","Wind Turbine","Not Started","","200","200","0","0"
"J722","Done","2017-06-16T04:00:00+00:00","","2021-10-04T04:00:00+00:00","2021-09-15T04:00:00+00:00","OTTER TAIL POWER COMPANY","Codington County,Deuel County","SD","DPP-2017-AUG","West","GIA","Energy Resource Interconnection Service (ERIS)","Big Stone South 230kV Substation","200","200","Wind","Wind Turbine","Under Construction","2023-09-01T04:00:00+00:00","200","200","200","0"
"J725","Withdrawn","2017-06-16T04:00:00+00:00","2019-02-15T05:00:00+00:00","","2020-09-15T04:00:00+00:00","GREAT RIVER ENERGY","Murray County","MN","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Cedar Mountain 345 kV Substation","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J726","Withdrawn","2017-06-16T04:00:00+00:00","2018-11-19T05:00:00+00:00","","2019-09-15T04:00:00+00:00","GREAT RIVER ENERGY","Cottonwood County","MN","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Cedar Mountain 345kV Substation","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J728","Done","2016-11-02T04:00:00+00:00","","2019-10-08T04:00:00+00:00","2019-09-03T04:00:00+00:00","METC","Isabella County","MI","DPP-2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Edenville Junction to Warren 138 kV Line","200.1","200.1","Wind","Wind Turbine","In Service","2020-06-30T04:00:00+00:00","200.1","200.1","186.3","186.3"
"J731","Withdrawn","2016-11-08T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2020-09-23T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Palo Alto County","IA","DPP-2017-FEB","West","GIA","Energy Resource Interconnection Service (ERIS)","Kossuth-O'Brien 345kV","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J732","Done","2017-06-16T04:00:00+00:00","","2020-07-29T04:00:00+00:00","2021-06-08T04:00:00+00:00","American Transmission Co. LLC","Douglas County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Arrowhead - Stone Lake 345kV Line","527.8","561.5","Combined Cycle","Combined Cycle","Under Construction","2023-11-10T05:00:00+00:00","561.5","561.5","561.5","561.5"
"J733","Withdrawn","2016-11-08T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2020-09-23T04:00:00+00:00","ITC MIDWEST","Franklin County","IA","DPP-2017-FEB","West","GIA","Energy Resource Interconnection Service (ERIS)","J416 345 kV Interconnection Facilitities to be Owned by ITCM","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J734","Done","2016-11-10T05:00:00+00:00","","2019-02-19T05:00:00+00:00","2017-06-01T04:00:00+00:00","AMEREN ILLINOIS","Ford County","IL","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service only for an Existing Generating Facility (NRIS-Only)","Gibson City South Substation","57.1","57.1","Gas","Combustion Turbine (Simple Cycle)","In Service","2017-09-01T04:00:00+00:00","11.5","11.5","11.5","11.5"
"J739","Withdrawn","2016-11-11T05:00:00+00:00","2019-08-09T04:00:00+00:00","","2020-09-15T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Lyon County","MN","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Lyon County 345kV Substation","200","200","Wind","Wind Turbine","Not Started","","200","200","0","0"
"J740","Withdrawn","2016-11-11T05:00:00+00:00","2020-08-10T04:00:00+00:00","2019-03-15T04:00:00+00:00","2020-09-23T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County,Pulaski County","IN","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Reynold 345kV substation","200","200","Wind","Wind Turbine","Withdrawn","2020-10-15T04:00:00+00:00","200","200","200","200"
"J741","Withdrawn","2016-11-14T05:00:00+00:00","2019-08-09T04:00:00+00:00","","2019-09-01T04:00:00+00:00","MONTANA-DAKOTA UTILITIES CO.","Emmons County,Logan County","ND","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Wishek - Linton 115kV","51","51","Wind","Wind Turbine","Not Started","","50.4","50.4","0","0"
"J743","Withdrawn","2017-06-16T04:00:00+00:00","2019-10-24T04:00:00+00:00","","2020-07-31T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Cass County","ND","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Bison 345kV Substation","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J745","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2021-06-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Nobles County","MN","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Nobles-Fenton 115kV","100","100","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J746","Withdrawn","2016-11-14T05:00:00+00:00","2019-08-09T04:00:00+00:00","","2020-08-01T04:00:00+00:00","GREAT RIVER ENERGY","McHenry County,McLean County,Ward County","ND","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Stanton-McHenry 230kV","200","200","Wind","Wind Turbine","Not Started","","200","200","0","0"
"J747","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2017-10-01T04:00:00+00:00","OTTER TAIL POWER COMPANY","Deuel County","SD","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Brooking County - Big Stone South (J510 Tap - J630 Tap) 345kV Line","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J748","Done","2016-11-14T05:00:00+00:00","","2020-03-20T04:00:00+00:00","2020-10-01T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Plymouth County","IA","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Highland - Raun 345kV Line Tap","200","200","Wind","Wind Turbine","In Service","2021-10-01T04:00:00+00:00","200","200","200","175"
"J749","Withdrawn","2016-11-14T05:00:00+00:00","2018-05-01T04:00:00+00:00","","2018-09-01T04:00:00+00:00","METC","Gratiot County","MI","DPP-2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Redstone 138 kV Substation","20","20","Battery Storage","","Not Started","","0","0","0","0"
"J750","Done","2017-06-16T04:00:00+00:00","","2020-01-14T05:00:00+00:00","2019-08-15T04:00:00+00:00","City of Springfield, IL - CWLP","Morgan County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Westchester 138kV Substation","150","150","Wind","Wind Turbine","Under Construction","2022-05-15T04:00:00+00:00","150","150","150","150"
"J752","Done","2016-11-14T05:00:00+00:00","","2019-10-10T04:00:00+00:00","2020-01-02T05:00:00+00:00","ITC MIDWEST","Tuscola County","MI","DPP-2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Ringle 345kV Switchyard","100","100","Wind","Wind Turbine","In Service","2019-10-04T04:00:00+00:00","100","100","100","100"
"J753","Done","2016-11-14T05:00:00+00:00","","2019-03-08T05:00:00+00:00","2021-04-01T04:00:00+00:00","BIG RIVERS ELECTRIC CORPORATION","Breckinridge County","KY","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Hardinsburg Sub 161kV","100","100","Solar","Photovoltaic","Under Construction","2021-04-01T04:00:00+00:00","100","100","100","100"
"J754","Withdrawn","2016-11-14T05:00:00+00:00","2020-09-30T04:00:00+00:00","2019-04-11T04:00:00+00:00","2019-03-08T05:00:00+00:00","Duke Energy Corporation","Montgomery County","IN","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Cayuga - Nucor 345kV","303.6","303.6","Wind","Wind Turbine","Withdrawn","2020-04-30T04:00:00+00:00","303.6","303.6","303.6","303.6"
"J756","Done","2016-11-14T05:00:00+00:00","","2019-03-26T04:00:00+00:00","2019-08-15T04:00:00+00:00","AMEREN ILLINOIS","Logan County","IL","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Mason City to Fogarty 138kV","202.4","202.4","Wind","Wind Turbine","In Service","2020-04-23T04:00:00+00:00","202.4","202.4","202.4","202.4"
"J757","Done","2016-11-14T05:00:00+00:00","","2019-05-31T04:00:00+00:00","2020-08-14T04:00:00+00:00","AMEREN TRANSMISSION COMPANY OF ILLINOIS","Morgan County,Sangamon County","IL","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Austin-Meredosia 345kV line","303.6","303.6","Wind","Wind Turbine","In Service","2021-10-31T04:00:00+00:00","303.6","303.6","303.6","303.6"
"J758","Done","2016-11-14T05:00:00+00:00","","2019-10-25T04:00:00+00:00","2018-10-01T04:00:00+00:00","METC","Calhoun County","MI","DPP-2017-FEB","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Verona-Foundry 138kV","200","200","Solar","Photovoltaic","In Service","2022-04-08T04:00:00+00:00","200","200","200","200"
"J759","Done","2016-11-14T05:00:00+00:00","","2019-02-15T05:00:00+00:00","2021-04-01T04:00:00+00:00","HOOSIER ENERGY REC, INC","Spencer County","IN","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Troy 161kV Sub","70","70","Solar","Photovoltaic","In Service","2020-07-02T04:00:00+00:00","70","69.9","70","69.9"
"J760","Done","2016-11-14T05:00:00+00:00","","2019-03-27T04:00:00+00:00","2019-04-08T04:00:00+00:00","American Transmission Co. LLC","Rock County","WI","DPP-2017-FEB","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","New Kitty Hawk 345kV substation","30","30","Gas","Combustion Turbine (Simple Cycle)","In Service","2019-04-15T04:00:00+00:00","30","30","30","30"
"J761","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2020-09-15T04:00:00+00:00","ITC MIDWEST","Faribault County","MN","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Huntley 345 kV sub","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J762","Done","2016-11-14T05:00:00+00:00","","2019-03-08T05:00:00+00:00","2021-04-01T04:00:00+00:00","BIG RIVERS ELECTRIC CORPORATION","Meade County","KY","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Meade Sub 161kV","200","200","Solar","Photovoltaic","Under Construction","2021-04-01T04:00:00+00:00","200","200","200","200"
"J766","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2018-01-01T05:00:00+00:00","MINNESOTA POWER INC.","Oliver County","ND","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Square Butte 230kV Substation","3.84","3.84","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J767","Withdrawn","2016-11-14T05:00:00+00:00","2019-08-09T04:00:00+00:00","","2019-01-01T05:00:00+00:00","ITC MIDWEST","Hancock County","IA","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Lime Creek 161 kV substation","12","12","Wind","Wind Turbine","Not Started","","12","12","0","0"
"J768","Withdrawn","2016-11-14T05:00:00+00:00","2019-08-09T04:00:00+00:00","","2019-01-01T05:00:00+00:00","ITC MIDWEST","Story County","IA","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Story County Substation","12","12","Wind","Wind Turbine","Not Started","","12","12","0","0"
"J769","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2019-07-31T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Renville County","MN","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Kingman Run-Bird Island 69kV","33","33","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J770","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2019-07-31T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Renville County","MN","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Bird Island to Henryville Tap 69kV Line","90","90","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J771","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2019-07-31T04:00:00+00:00","GREAT RIVER ENERGY","Stearns County","MN","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Lake Koronis-Paynesville 69kV","50","50","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J776","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2019-11-01T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Franklin County","IA","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Black Hawk-Killdeer 345kV","99","99","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J777","Withdrawn","2016-11-14T05:00:00+00:00","2019-08-09T04:00:00+00:00","","2019-11-01T04:00:00+00:00","ITC MIDWEST","Franklin County","IA","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Whispering Willow 161kV substation","99","99","Wind","Wind Turbine","Not Started","","99","99","0","0"
"J779","Withdrawn","2016-11-14T05:00:00+00:00","2019-08-09T04:00:00+00:00","","2019-09-01T04:00:00+00:00","MONTANA-DAKOTA UTILITIES CO.","Emmons County,Logan County","ND","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Bismarck-Linton 115kV","51","51","Wind","Wind Turbine","Not Started","","50.4","50.4","0","0"
"J780","Withdrawn","2016-11-14T05:00:00+00:00","2019-04-09T04:00:00+00:00","","2020-12-15T05:00:00+00:00","OTTER TAIL POWER COMPANY","Sheridan County","ND","DPP-2017-FEB","West","GIA","Network Resource Interconnection Service (NRIS)","Harvey - Underwood 230kV Line","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J782","Withdrawn","2016-11-14T05:00:00+00:00","2018-05-31T04:00:00+00:00","","2021-04-01T04:00:00+00:00","Ameren Missouri","Stoddard County","MO","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Stoddart sub 161kV","100","100","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J783","Done","2016-11-14T05:00:00+00:00","","2019-07-24T04:00:00+00:00","2021-04-01T04:00:00+00:00","Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.","Spencer County","IN","DPP-2017-FEB","Central","GIA","Network Resource Interconnection Service (NRIS)","Grandview Sub","70","70","Solar","Photovoltaic","Under Construction","2021-04-01T04:00:00+00:00","70","69.9","70","69.9"
"J785","Withdrawn","2017-06-16T04:00:00+00:00","2021-01-29T05:00:00+00:00","","2021-09-15T04:00:00+00:00","ITC MIDWEST","Jackson County,Martin County","MN","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Lakefield Junction - Huntley 345 kV line (Tap)","105","105","Wind","Wind Turbine","Not Started","","105","105","0","0"
"J793","Done","2017-06-16T04:00:00+00:00","","2020-10-26T04:00:00+00:00","2021-05-14T04:00:00+00:00","ITC MIDWEST","St. Clair County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Belle River - Fitz #2 345 kV Line Tap","1175","1175","Combined Cycle","Combined Cycle","In Service","2021-05-14T04:00:00+00:00","1209","1209","1209","1175"
